model,image_id,total_questions,hallucinated_questions,no_hallucination_questions,hallucination_rate,balance_score
Llama-3.2-11B,hallusionbench_chart_9_2.png,4,3,1,0.75,0.25
Llama-3.2-11B,hallusionbench_map_0_1.png,4,1,3,0.25,0.25
Llama-3.2-11B,hallusionbench_map_0_2.png,4,3,1,0.75,0.25
Llama-3.2-11B,hallusionbench_table_9_2.png,4,3,1,0.75,0.25
Llama-3.2-11B,hallusionbench_video_14_0.png,4,1,3,0.25,0.25
Llama-3.2-11B,hallusionbench_video_14_1.png,4,1,3,0.25,0.25
Llama-3.2-11B,hallusionbench_video_17_0.png,4,1,3,0.25,0.25
Llama-3.2-11B,hallusionbench_video_18_2.png,4,1,3,0.25,0.25
Llama-3.2-11B,hallusionbench_video_19_0.png,4,1,3,0.25,0.25
Llama-3.2-11B,hallusionbench_video_19_1.png,4,1,3,0.25,0.25
Llama-3.2-11B,hallusionbench_video_3_1.png,4,1,3,0.25,0.25
Llama-3.2-11B,AMBER_1002.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_110.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_114.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_118.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_125.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_147.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_16.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_2.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_220.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_236.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_262.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_272.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_286.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_315.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_318.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_334.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_384.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_39.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_395.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_452.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_466.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_48.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_492.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_493.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_505.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_526.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_532.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_546.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_553.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_565.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_594.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_595.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_596.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_611.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_618.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_620.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_638.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_646.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_678.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_70.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_71.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_719.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_745.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_749.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_81.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_834.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_903.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_917.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_93.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_943.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_964.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_969.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_994.jpg,5,1,4,0.2,0.3
Llama-3.2-11B,AMBER_89.jpg,11,2,9,0.18181818181818182,0.3181818181818182
Llama-3.2-11B,AMBER_109.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_244.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_255.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_304.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_314.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_319.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_351.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_371.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_386.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_397.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_410.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_414.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_418.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_422.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_446.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_465.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_473.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_490.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_504.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_524.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_569.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_579.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_588.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_591.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_650.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_673.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_674.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_675.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_679.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_720.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_744.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_773.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_799.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_817.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_84.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_9.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_99.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,hallusionbench_table_7_1.png,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,hallusionbench_table_7_2.png,6,1,5,0.16666666666666666,0.33333333333333337
Llama-3.2-11B,AMBER_1.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Llama-3.2-11B,AMBER_108.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Llama-3.2-11B,AMBER_131.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Llama-3.2-11B,AMBER_20.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Llama-3.2-11B,AMBER_209.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Llama-3.2-11B,AMBER_223.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Llama-3.2-11B,AMBER_415.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Llama-3.2-11B,AMBER_417.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Llama-3.2-11B,AMBER_510.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Llama-3.2-11B,AMBER_801.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Llama-3.2-11B,AMBER_845.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Llama-3.2-11B,AMBER_989.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Llama-3.2-11B,AMBER_201.jpg,8,1,7,0.125,0.375
Llama-3.2-11B,AMBER_246.jpg,8,1,7,0.125,0.375
Llama-3.2-11B,AMBER_47.jpg,8,1,7,0.125,0.375
Llama-3.2-11B,AMBER_58.jpg,8,1,7,0.125,0.375
Llama-3.2-11B,AMBER_587.jpg,8,1,7,0.125,0.375
Llama-3.2-11B,AMBER_651.jpg,8,1,7,0.125,0.375
Llama-3.2-11B,AMBER_823.jpg,8,1,7,0.125,0.375
Llama-3.2-11B,AMBER_211.jpg,10,1,9,0.1,0.4
Molmo-V1,AMBER_117.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_142.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_157.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_160.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_185.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_19.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_194.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_196.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_243.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_3.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_307.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_336.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_376.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_378.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_414.jpg,6,3,3,0.5,0.0
Molmo-V1,AMBER_423.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_498.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_512.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_567.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_582.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_588.jpg,6,3,3,0.5,0.0
Molmo-V1,AMBER_606.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_629.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_633.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_639.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_657.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_670.jpg,6,3,3,0.5,0.0
Molmo-V1,AMBER_69.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_715.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_733.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_769.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_773.jpg,6,3,3,0.5,0.0
Molmo-V1,AMBER_78.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_802.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_825.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_869.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_889.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_911.jpg,4,2,2,0.5,0.0
Molmo-V1,AMBER_940.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_946.jpg,2,1,1,0.5,0.0
Molmo-V1,AMBER_979.jpg,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_chart_10_1.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_chart_13_1.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_chart_15_2.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_chart_19_1.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_chart_19_2.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_chart_4_2.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_chart_5_1.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_figure_9_1.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_illusion_19_0.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_illusion_21_0.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_illusion_7_0.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_illusion_9_1.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_map_0_2.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_map_10_1.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_map_10_2.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_map_5_2.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_map_7_1.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_map_9_1.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_math_1_0.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_math_4_0.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_math_7_0.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_math_9_1.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_ocr_20_0.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_ocr_20_1.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_ocr_7_0.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_table_3_1.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_table_3_2.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_video_14_0.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_14_1.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_14_2.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_15_0.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_video_15_1.png,2,1,1,0.5,0.0
Molmo-V1,hallusionbench_video_17_0.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_17_1.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_18_2.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_19_0.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_19_1.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_19_2.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_1_0.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_1_1.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_3_0.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_3_1.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_4_0.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_4_1.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_5_0.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_6_0.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_7_0.png,4,2,2,0.5,0.0
Molmo-V1,hallusionbench_video_7_1.png,4,2,2,0.5,0.0
Molmo-V1,mme_artwork_34109.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_artwork_34363.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_artwork_42956.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_artwork_6297.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0032138_shot_0395_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0038650_shot_0737_img_1.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0048545_shot_0124_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0049470_shot_0279_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0049730_shot_0273_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0052357_shot_0511_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0053221_shot_0197_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0056869_shot_0320_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0058331_shot_0353_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0061722_shot_0259_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0064665_shot_0300_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0065214_shot_0366_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0065724_shot_0320_img_1.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0066026_shot_0085_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0066921_shot_0631_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0069762_shot_0723_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0070047_shot_0255_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0070511_shot_0639_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0070849_shot_0021_img_1.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0073629_shot_0700_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0074285_shot_0535_img_1.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0076729_shot_0451_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0077402_shot_1220_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0077651_shot_0133_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0078841_shot_0692_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0079470_shot_0798_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0079945_shot_1411_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0083658_shot_0963_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0083866_shot_0364_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0083929_shot_0405_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0086856_shot_0929_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0087332_shot_0798_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0088993_shot_0569_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0089218_shot_0327_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0089881_shot_0034_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0090022_shot_0464_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0090605_shot_0344_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0091867_shot_0422_img_2.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0093565_shot_0409_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0093773_shot_0212_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0093779_shot_1047_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0094226_shot_0237_img_2.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0095016_shot_1170_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0095765_shot_0008_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0096320_shot_0085_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0096754_shot_0570_img_1.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0096874_shot_0647_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0097428_shot_0106_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0098724_shot_0474_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0099423_shot_1010_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0099674_shot_1356_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0099685_shot_1132_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0099810_shot_0285_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0100403_shot_0517_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0100405_shot_0786_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0101410_shot_0105_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0102492_shot_0086_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0103776_shot_0719_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0104036_shot_0336_img_1.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0106977_shot_1604_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0107614_shot_0116_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0108399_shot_0778_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0109831_shot_0298_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0111280_shot_1479_img_2.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0112384_shot_0878_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0112641_shot_0412_img_1.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0114369_shot_1138_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0117381_shot_0798_img_1.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0117500_shot_2467_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0117509_shot_0041_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0118571_shot_0627_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0118655_shot_1152_img_2.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0118689_shot_0969_img_2.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0118749_shot_0795_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0118971_shot_0679_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0119008_shot_0979_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0119094_shot_0446_img_2.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0119116_shot_0721_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0119314_shot_0572_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0119528_shot_0171_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0119738_shot_0201_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_celebrity_tt0119822_shot_0878_img_0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_code_reasoning_0016.png,2,1,1,0.5,0.0
Molmo-V1,mme_code_reasoning_0019.png,2,1,1,0.5,0.0
Molmo-V1,mme_color_000000370208.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_color_000000492362.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0001.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0003.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0005.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0009.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0011.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0017.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0022.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0024.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0030.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0032.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0036.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0038.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0041.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0045.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0047.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0049.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0051.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0053.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0054.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0059.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0062.png,2,1,1,0.5,0.0
Molmo-V1,mme_commonsense_reasoning_0066.png,2,1,1,0.5,0.0
Molmo-V1,mme_landmark_006e3342b57aa3b4.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_landmark_01b9b58a573c45f0.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_landmark_0ae3355e0a54db21.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_numerical_calculation_0011.png,2,1,1,0.5,0.0
Molmo-V1,mme_numerical_calculation_0013.png,2,1,1,0.5,0.0
Molmo-V1,mme_position_000000006471.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_position_000000007281.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_position_000000056127.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_position_000000062025.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_position_000000097994.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_position_000000204871.jpg,2,1,1,0.5,0.0
Molmo-V1,mme_position_000000212800.jpg,2,1,1,0.5,0.0
